id,concept,concept_type,concept_source,concept_id,is_cc,show_mrsa,show_vre,show_3gcr,show_carb_r,show_coli_r
2167,Prevotella nigrescens,species,LPSN,species/prevotella-nigrescens,f,f,f,f,f,f
627,Prevotella oralis,species,LPSN,species/prevotella-oralis,f,f,f,f,f,f
2956,Prevotella oralis group,group,NeoIPC,84,f,f,f,f,f,f
1005,Prevotella oris,species,LPSN,species/prevotella-oris,f,f,f,f,f,f
582,Prevotella oulorum,species,LPSN,species/prevotella-oulorum,f,f,f,f,f,f
194,Prevotella pallens,species,LPSN,species/prevotella-pallens,f,f,f,f,f,f
2522,Prevotella ruminicola,species,LPSN,species/prevotella-ruminicola,f,f,f,f,f,f
1545,Prevotella salivae,species,LPSN,species/prevotella-salivae,f,f,f,f,f,f
909,Prevotella shahii,species,LPSN,species/prevotella-shahii,f,f,f,f,f,f
1472,Prevotella veroralis,species,LPSN,species/prevotella-veroralis,f,f,f,f,f,f
3271,Priestia endophytica,species,LPSN,species/priestia-endophytica,t,f,f,f,f,f
3177,Priestia flexa,species,LPSN,species/priestia-flexa,t,f,f,f,f,f
3226,Priestia megaterium,species,LPSN,species/priestia-megaterium,t,f,f,f,f,f
2675,Primate T-lymphotropic virus 1,species,ICTV,202104999,f,f,f,f,f,f
2677,Primate T-lymphotropic virus 2,species,ICTV,202105000,f,f,f,f,f,f
2679,Primate T-lymphotropic virus 3,species,ICTV,202105001,f,f,f,f,f,f
2612,Primate erythroparvovirus 1,species,ICTV,202104266,f,f,f,f,f,f
1753,Propionibacterium,genus,LPSN,genus/propionibacterium,t,f,f,f,f,f
18,Propionibacterium australiense,species,LPSN,species/propionibacterium-australiense,t,f,f,f,f,f
986,Propionibacterium cyclohexanicum,species,LPSN,species/propionibacterium-cyclohexanicum,t,f,f,f,f,f
399,Propionibacterium freudenreichii,species,LPSN,species/propionibacterium-freudenreichii,t,f,f,f,f,f
1998,Propioniferax,genus,LPSN,genus/propioniferax,t,f,f,f,f,f
3316,Propioniferax innocua,species,LPSN,species/propioniferax-innocua,t,f,f,f,f,f
2512,Propionimicrobium,genus,LPSN,genus/propionimicrobium,f,f,f,f,f,f
2571,Propionimicrobium lymphophilum,species,LPSN,species/propionimicrobium-lymphophilum,f,f,f,f,f,f
2386,Proteus,genus,LPSN,genus/proteus,f,f,f,t,t,f
2731,Proteus faecis,species,LPSN,species/proteus-faecis,f,f,f,t,t,f
1671,Proteus hauseri,species,LPSN,species/proteus-hauseri,f,f,f,t,t,f
420,Proteus mirabilis,species,LPSN,species/proteus-mirabilis,f,f,f,t,t,f
1179,Proteus penneri,species,LPSN,species/proteus-penneri,f,f,f,t,t,f
1517,Proteus vulgaris,species,LPSN,species/proteus-vulgaris,f,f,f,t,t,f
252,Prototheca,genus,MycoBank,22315,f,f,f,f,f,f
2478,Prototheca wickerhamii,species,MycoBank,304229,f,f,f,f,f,f
2411,Prototheca zopfii,species,MycoBank,169728,f,f,f,f,f,f
1876,Providencia,genus,LPSN,genus/providencia,f,f,f,t,t,f
2084,Providencia alcalifaciens,species,LPSN,species/providencia-alcalifaciens,f,f,f,t,t,f
2178,Providencia heimbachae,species,LPSN,species/providencia-heimbachae,f,f,f,t,t,f
516,Providencia rettgeri,species,LPSN,species/providencia-rettgeri,f,f,f,t,t,f
2120,Providencia rustigianii,species,LPSN,species/providencia-rustigianii,f,f,f,t,t,f
535,Providencia stuartii,species,LPSN,species/providencia-stuartii,f,f,f,t,t,f
3183,Pseudalkalibacillus decolorationis,species,LPSN,species/pseudalkalibacillus-decolorationis,t,f,f,f,f,f
3008,Pseudalkalibacillus hwajinpoensis,species,LPSN,species/pseudalkalibacillus-hwajinpoensis,t,f,f,f,f,f
1533,Pseudallescheria,genus,MycoBank,4403,f,f,f,f,f,f
3191,Pseudarthrobacter chlorophenolicus,species,LPSN,species/pseudarthrobacter-chlorophenolicus,t,f,f,f,f,f
2976,Pseudarthrobacter oxydans,species,LPSN,species/pseudarthrobacter-oxydans,t,f,f,f,f,f
3225,Pseudarthrobacter polychromogenes,species,LPSN,species/pseudarthrobacter-polychromogenes,t,f,f,f,f,f
3007,Pseudarthrobacter scleromae,species,LPSN,species/pseudarthrobacter-scleromae,t,f,f,f,f,f
3321,Pseudarthrobacter sulfonivorans,species,LPSN,species/pseudarthrobacter-sulfonivorans,t,f,f,f,f,f
3325,Pseudescherichia vulneris,species,LPSN,species/pseudescherichia-vulneris,f,f,f,t,t,t
445,Pseudoclavibacter,genus,LPSN,genus/pseudoclavibacter,f,f,f,f,f,f
806,Pseudoflavonifractor,genus,LPSN,genus/pseudoflavonifractor,f,f,f,f,f,f
2415,Pseudoflavonifractor capillosus,species,LPSN,species/pseudoflavonifractor-capillosus,f,f,f,f,f,f
3164,Pseudoglutamicibacter albus,species,LPSN,species/pseudoglutamicibacter-albus,t,f,f,f,f,f
3006,Pseudoglutamicibacter cumminsii,species,LPSN,species/pseudoglutamicibacter-cumminsii,t,f,f,f,f,f
3025,Pseudoleptotrichia goodfellowii,species,LPSN,species/pseudoleptotrichia-goodfellowii,f,f,f,f,f,f
1975,Pseudomonas,genus,LPSN,genus/pseudomonas,f,f,f,t,t,t
1958,Pseudomonas aeruginosa,species,LPSN,species/pseudomonas-aeruginosa,f,f,f,t,t,t
2083,Pseudomonas alcaligenes,species,LPSN,species/pseudomonas-alcaligenes,f,f,f,t,t,t
2831,Pseudomonas andersonii,species,LPSN,species/pseudomonas-andersonii,f,f,f,t,t,t
2832,Pseudomonas asiatica,species,LPSN,species/pseudomonas-asiatica,f,f,f,t,t,t
2448,Pseudomonas beteli,species,LPSN,species/pseudomonas-beteli,f,f,f,t,t,t
974,Pseudomonas chlororaphis,species,LPSN,species/pseudomonas-chlororaphis,f,f,f,t,t,t
609,Pseudomonas fluorescens,species,LPSN,species/pseudomonas-fluorescens,f,f,f,t,t,t
2833,Pseudomonas fulva,species,LPSN,species/pseudomonas-fulva,f,f,f,t,t,t
2834,Pseudomonas japonica,species,LPSN,species/pseudomonas-japonica,f,f,f,t,t,t
2835,Pseudomonas juntendi,species,LPSN,species/pseudomonas-juntendi,f,f,f,t,t,t
309,Pseudomonas marginalis,species,LPSN,species/pseudomonas-marginalis,f,f,f,t,t,t
2063,Pseudomonas mendocina,species,LPSN,species/pseudomonas-mendocina,f,f,f,t,t,t
1445,Pseudomonas monteilii,species,LPSN,species/pseudomonas-monteilii,f,f,f,t,t,t
675,Pseudomonas mosselii,species,LPSN,species/pseudomonas-mosselii,f,f,f,t,t,t
2988,Pseudomonas oleovorans,species,LPSN,species/pseudomonas-oleovorans,f,f,f,t,t,t
1204,Pseudomonas oryzihabitans,species,LPSN,species/pseudomonas-oryzihabitans,f,f,f,t,t,t
2838,Pseudomonas otitidis,species,LPSN,species/pseudomonas-otitidis,f,f,f,t,t,t
2839,Pseudomonas poae,species,LPSN,species/pseudomonas-poae,f,f,f,t,t,t
1775,Pseudomonas putida,species,LPSN,species/pseudomonas-putida,f,f,f,t,t,t
1561,Pseudomonas stutzeri,species,LPSN,species/pseudomonas-stutzeri,f,f,f,t,t,t
2225,Pseudomonas veronii,species,LPSN,species/pseudomonas-veronii,f,f,f,t,t,t
2840,Pseudomonas yangonensis,species,LPSN,species/pseudomonas-yangonensis,f,f,f,t,t,t
1884,Pseudoramibacter,genus,LPSN,genus/pseudoramibacter,f,f,f,f,f,f
2565,Pseudoramibacter alactolyticus,species,LPSN,species/pseudoramibacter-alactolyticus,f,f,f,f,f,f
1065,Pseudoxanthomonas,genus,LPSN,genus/pseudoxanthomonas,f,f,f,f,f,f
2449,Pseudoxanthomonas koreensis,species,LPSN,species/pseudoxanthomonas-koreensis,f,f,f,f,f,f
2334,Pseudozyma,genus,MycoBank,25732,f,f,f,f,f,f
51,Psychrobacillus,genus,LPSN,genus/psychrobacillus,f,f,f,f,f,f
1972,Psychrobacter,genus,LPSN,genus/psychrobacter,f,f,f,f,f,f
2505,Psychrobacter immobilis,species,LPSN,species/psychrobacter-immobilis,f,f,f,f,f,f
1525,Psychrobacter phenylpyruvicus,species,LPSN,species/psychrobacter-phenylpyruvicus,f,f,f,f,f,f
2972,Pullulanibacillus naganoensis,species,LPSN,species/pullulanibacillus-naganoensis,t,f,f,f,f,f
3366,Purpureocillium lilacinum,species,MycoBank,519530,f,f,f,f,f,f
2354,Pyrenochaeta,genus,MycoBank,9667,f,f,f,f,f,f
3361,Pyrenophora,genus,MycoBank,4596,f,f,f,f,f,f
3389,Quambalaria cyanescens,species,MycoBank,500890,f,f,f,f,f,f
209,Rahnella,genus,LPSN,genus/rahnella,f,f,f,t,t,t
943,Rahnella aquatilis,species,LPSN,species/rahnella-aquatilis,f,f,f,t,t,t
1964,Ralstonia,genus,LPSN,genus/ralstonia,f,f,f,f,f,f
2421,Ralstonia insidiosa,species,LPSN,species/ralstonia-insidiosa,f,f,f,f,f,f
1119,Ralstonia mannitolilytica,species,LPSN,species/ralstonia-mannitolilytica,f,f,f,f,f,f
954,Ralstonia pickettii,species,LPSN,species/ralstonia-pickettii,f,f,f,f,f,f
2202,Raoultella,genus,LPSN,genus/raoultella,f,f,f,t,t,f
963,Raoultella ornithinolytica,species,LPSN,species/raoultella-ornithinolytica,f,f,f,t,t,f
1402,Raoultella planticola,species,LPSN,species/raoultella-planticola,f,f,f,t,t,f
1294,Raoultella terrigena,species,LPSN,species/raoultella-terrigena,f,f,f,t,t,f
536,Respirovirus,genus,ICTV,202101620,f,f,f,f,f,f
2689,Rhabdoviridae,family,ICTV,202101653,f,f,f,f,f,f
1187,Rhinocladiella aquaspersa,species,MycoBank,109229,f,f,f,f,f,f
1120,Rhinocladiella atrovirens,species,MycoBank,257799,f,f,f,f,f,f
2061,Rhinosporidium,genus,MycoBank,4701,f,f,f,f,f,f
427,Rhizobium,genus,LPSN,genus/rhizobium,f,f,f,f,f,f
3005,Rhizobium viscosum,species,LPSN,species/rhizobium-viscosum,t,f,f,f,f,f
1191,Rhizomucor,genus,MycoBank,20481,f,f,f,f,f,f
403,Rhizomucor miehei,species,MycoBank,322483,f,f,f,f,f,f
1630,Rhizomucor pusillus,species,MycoBank,322484,f,f,f,f,f,f
1708,Rhizopus,genus,MycoBank,20487,f,f,f,f,f,f
799,Rhizopus arrhizus,species,MycoBank,167790,f,f,f,f,f,f
2586,Rhizopus microsporus,species,MycoBank,177331,f,f,f,f,f,f
227,Rhizopus stolonifer,species,MycoBank,119545,f,f,f,f,f,f
2252,Rhodococcus,genus,LPSN,genus/rhodococcus,t,f,f,f,f,f
1393,Rhodococcus chubuensis,species,LPSN,species/rhodococcus-chubuensis,t,f,f,f,f,f
1776,Rhodococcus equi,species,LPSN,species/rhodococcus-equi,t,f,f,f,f,f
1712,Rhodococcus erythropolis,species,LPSN,species/rhodococcus-erythropolis,t,f,f,f,f,f
2169,Rhodococcus fascians,species,LPSN,species/rhodococcus-fascians,t,f,f,f,f,f
998,Rhodococcus globerulus,species,LPSN,species/rhodococcus-globerulus,t,f,f,f,f,f
1076,Rhodococcus gordoniae,species,LPSN,species/rhodococcus-gordoniae,t,f,f,f,f,f
3115,Rhodococcus hoagii,species,LPSN,species/rhodococcus-hoagii,t,f,f,f,f,f
2464,Rhodococcus obuensis,species,LPSN,species/rhodococcus-obuensis,t,f,f,f,f,f
1971,Rhodococcus rhodochrous,species,LPSN,species/rhodococcus-rhodochrous,t,f,f,f,f,f
819,Rhodotorula,genus,MycoBank,9741,f,f,f,f,f,f
2472,Rhodotorula glutinis,species,MycoBank,266169,f,f,f,f,f,f
3347,Rhodotorula mucilaginosa var. mucilaginosa,variety,MycoBank,425170,f,f,f,f,f,f
414,Rickettsia,genus,LPSN,genus/rickettsia,f,f,f,f,f,f
2101,Rickettsia akari,species,LPSN,species/rickettsia-akari,f,f,f,f,f,f
1566,Rickettsia conorii,species,LPSN,species/rickettsia-conorii,f,f,f,f,f,f
325,Rickettsia parkeri,species,LPSN,species/rickettsia-parkeri,f,f,f,f,f,f
817,Rickettsia prowazekii,species,LPSN,species/rickettsia-prowazekii,f,f,f,f,f,f
1356,Rickettsia rickettsii,species,LPSN,species/rickettsia-rickettsii,f,f,f,f,f,f
236,Rickettsia sibirica,species,LPSN,species/rickettsia-sibirica,f,f,f,f,f,f
1860,Rickettsia typhi,species,LPSN,species/rickettsia-typhi,f,f,f,f,f,f
812,Riemerella,genus,LPSN,genus/riemerella,f,f,f,f,f,f
2974,Riemerella anatipestifera,species,LPSN,species/riemerella-anatipestifera,f,f,f,f,f,f
3341,Rift Valley fever phlebovirus,species,ICTV,202100163,f,f,f,f,f,f
3236,Robertmurraya korlensis,species,LPSN,species/robertmurraya-korlensis,t,f,f,f,f,f
3243,Robertmurraya siralis,species,LPSN,species/robertmurraya-siralis,t,f,f,f,f,f
345,Robinsoniella,genus,LPSN,genus/robinsoniella,f,f,f,f,f,f
1800,Robinsoniella peoriensis,species,LPSN,species/robinsoniella-peoriensis,f,f,f,f,f,f
3107,Rodentibacter pneumotropicus,species,LPSN,species/rodentibacter-pneumotropicus,f,f,f,f,f,t
716,Roseomonas,genus,LPSN,genus/roseomonas,t,f,f,f,f,f
283,Roseomonas cervicalis,species,LPSN,species/roseomonas-cervicalis,t,f,f,f,f,f
1774,Roseomonas gilardii,species,LPSN,species/roseomonas-gilardii,t,f,f,f,f,f
1362,Roseomonas mucosa,species,LPSN,species/roseomonas-mucosa,t,f,f,f,f,f
3217,Rossellomorea aquimaris,species,LPSN,species/rossellomorea-aquimaris,t,f,f,f,f,f
3216,Rossellomorea marisflavi,species,LPSN,species/rossellomorea-marisflavi,t,f,f,f,f,f
3307,Rossellomorea vietnamensis,species,LPSN,species/rossellomorea-vietnamensis,t,f,f,f,f,f
2155,Rotavirus,genus,ICTV,202104904,f,f,f,f,f,f
2234,Rothia,genus,LPSN,genus/rothia,t,f,f,f,f,f
1383,Rothia aeria,species,LPSN,species/rothia-aeria,t,f,f,f,f,f
1377,Rothia dentocariosa,species,LPSN,species/rothia-dentocariosa,t,f,f,f,f,f
3269,Rothia kristinae,species,LPSN,species/rothia-kristinae,t,f,f,f,f,f
1242,Rothia mucilaginosa,species,LPSN,species/rothia-mucilaginosa,t,f,f,f,f,f
778,Rubivirus,genus,ICTV,202105114,f,f,f,f,f,f
3342,Rubivirus rubellae,species,ICTV,202105115,f,f,f,f,f,f
1840,Ruminococcus,genus,LPSN,genus/ruminococcus,f,f,f,f,f,f
2361,Ruminococcus gnavus,species,LPSN,species/ruminococcus-gnavus,f,f,f,f,f,f
2190,Rummeliibacillus,genus,LPSN,genus/rummeliibacillus,t,f,f,f,f,f
486,Rummeliibacillus pycnus,species,LPSN,species/rummeliibacillus-pycnus,t,f,f,f,f,f
1706,Saccharomonospora,genus,LPSN,genus/saccharomonospora,f,f,f,f,f,f
835,Saccharomonospora glauca,species,LPSN,species/saccharomonospora-glauca,f,f,f,f,f,f
2172,Saccharomonospora viridis,species,LPSN,species/saccharomonospora-viridis,f,f,f,f,f,f
2700,Saccharomyces,genus,MycoBank,542401,f,f,f,f,f,f
2695,Saccharomyces cerevisiae,species,MycoBank,492348,f,f,f,f,f,f
1389,Saccharopolyspora,genus,LPSN,genus/saccharopolyspora,f,f,f,f,f,f
1422,Saccharopolyspora rectivirgula,species,LPSN,species/saccharopolyspora-rectivirgula,f,f,f,f,f,f
2686,Saint Louis encephalitis virus,species,ICTV,202103112,f,f,f,f,f,f
617,Saksenaea,genus,MycoBank,20503,f,f,f,f,f,f
2350,Saksenaea vasiformis,species,MycoBank,305482,f,f,f,f,f,f
3085,Salipaludibacillus agaradhaerens,species,LPSN,species/salipaludibacillus-agaradhaerens,t,f,f,f,f,f
2980,Salisediminibacterium selenitireducens,species,LPSN,species/salisediminibacterium-selenitireducens,t,f,f,f,f,f
2504,Salmonella,genus,LPSN,genus/salmonella,f,f,f,t,t,t
2074,Salmonella bongori,species,LPSN,species/salmonella-bongori,f,f,f,t,t,t
40,Salmonella enterica,species,LPSN,species/salmonella-enterica,f,f,f,t,t,t
2732,Salmonella enterica arizonae,subspecies,LPSN,subspecies/salmonella-enterica-arizonae,f,f,f,t,t,t
2768,Salmonella enterica diarizonae,subspecies,LPSN,subspecies/salmonella-enterica-diarizonae,f,f,f,t,t,t
2733,Salmonella enterica enterica,subspecies,LPSN,subspecies/salmonella-enterica-enterica,f,f,f,t,t,t
2740,Salmonella enterica enterica Bareilly,serotype,NeoIPC,37,f,f,f,t,t,t
2734,Salmonella enterica enterica Choleraesuis,serotype,NeoIPC,33,f,f,f,t,t,t
2736,Salmonella enterica enterica Enteritidis,serotype,NeoIPC,34,f,f,f,t,t,t
2738,Salmonella enterica enterica Infantis,serotype,NeoIPC,35,f,f,f,t,t,t
2742,Salmonella enterica enterica Isangi,serotype,NeoIPC,39,f,f,f,t,t,t
2744,Salmonella enterica enterica Kottbus,serotype,NeoIPC,41,f,f,f,t,t,t
2746,Salmonella enterica enterica Livingstone,serotype,NeoIPC,43,f,f,f,t,t,t
2748,Salmonella enterica enterica Montevideo,serotype,NeoIPC,45,f,f,f,t,t,t
2750,Salmonella enterica enterica Newport,serotype,NeoIPC,47,f,f,f,t,t,t
2752,Salmonella enterica enterica Ohio,serotype,NeoIPC,49,f,f,f,t,t,t
2754,Salmonella enterica enterica Senftenberg,serotype,NeoIPC,51,f,f,f,t,t,t
2756,Salmonella enterica enterica Tennessee,serotype,NeoIPC,53,f,f,f,t,t,t
2764,Salmonella enterica enterica Typhi,serotype,NeoIPC,61,f,f,f,t,t,t
2766,Salmonella enterica enterica Typhimurium,serotype,NeoIPC,62,f,f,f,t,t,t
2758,Salmonella enterica enterica Urbana,serotype,NeoIPC,55,f,f,f,t,t,t
2760,Salmonella enterica enterica Virchow,serotype,NeoIPC,57,f,f,f,t,t,t
2762,Salmonella enterica enterica Worthington,serotype,NeoIPC,59,f,f,f,t,t,t
2771,Salmonella enterica houtenae,subspecies,LPSN,subspecies/salmonella-enterica-houtenae,f,f,f,t,t,t
2769,Salmonella enterica indica,subspecies,LPSN,subspecies/salmonella-enterica-indica,f,f,f,t,t,t
2770,Salmonella enterica salamae,subspecies,LPSN,subspecies/salmonella-enterica-salamae,f,f,f,t,t,t
930,Sarcina,genus,LPSN,genus/sarcina,f,f,f,f,f,f
2459,Sarcina ventriculi,species,LPSN,species/sarcina-ventriculi,f,f,f,f,f,f
88,Sarcocystis,genus,MycoBank,584190,f,f,f,f,f,f
3382,Sarocladium kiliense,species,MycoBank,519592,f,f,f,f,f,f
3384,Sarocladium strictum,species,MycoBank,519594,f,f,f,f,f,f
1885,Scardovia,genus,LPSN,genus/scardovia,f,f,f,f,f,f
1652,Scardovia inopinata,species,LPSN,species/scardovia-inopinata,f,f,f,f,f,f
642,Scedosporium,genus,MycoBank,9794,f,f,f,f,f,f
1795,Scedosporium apiospermum,species,MycoBank,432048,f,f,f,f,f,f
145,Scedosporium boydii,species,MycoBank,538387,f,f,f,f,f,f
2547,Scedosporium prolificans,species,MycoBank,128175,f,f,f,f,f,f
3241,Schaalia cardiffensis,species,LPSN,species/schaalia-cardiffensis,t,f,f,f,f,f
3251,Schaalia funkei,species,LPSN,species/schaalia-funkei,t,f,f,f,f,f
3208,Schaalia georgiae,species,LPSN,species/schaalia-georgiae,t,f,f,f,f,f
3267,Schaalia meyeri,species,LPSN,species/schaalia-meyeri,t,f,f,f,f,f
3298,Schaalia odontolytica,species,LPSN,species/schaalia-odontolytica,t,f,f,f,f,f
3166,Schaalia radingae,species,LPSN,species/schaalia-radingae,t,f,f,f,f,f
3040,Schaalia turicensis,species,LPSN,species/schaalia-turicensis,t,f,f,f,f,f
3122,Schinkia azotoformans,species,LPSN,species/schinkia-azotoformans,t,f,f,f,f,f
798,Schizophyllum,genus,MycoBank,18512,f,f,f,f,f,f
723,Schizophyllum commune,species,MycoBank,208403,f,f,f,f,f,f
782,Schwanniomyces polymorphus,species,MycoBank,513478,f,f,f,f,f,f
1539,Scolecobasidium,genus,MycoBank,9840,f,f,f,f,f,f
2304,Scopulariopsis,genus,MycoBank,9854,f,f,f,f,f,f
598,Scopulariopsis brevicaulis,species,MycoBank,154310,f,f,f,f,f,f
2184,Scopulariopsis candida,species,MycoBank,120077,f,f,f,f,f,f
326,Scytalidium,genus,MycoBank,9862,f,f,f,f,f,f
619,Selenomonas,genus,LPSN,genus/selenomonas,f,f,f,f,f,f
748,Selenomonas artemidis,species,LPSN,species/selenomonas-artemidis,f,f,f,f,f,f
1656,Selenomonas dianae,species,LPSN,species/selenomonas-dianae,f,f,f,f,f,f
1609,Selenomonas flueggei,species,LPSN,species/selenomonas-flueggei,f,f,f,f,f,f
165,Selenomonas infelix,species,LPSN,species/selenomonas-infelix,f,f,f,f,f,f
1221,Selenomonas noxia,species,LPSN,species/selenomonas-noxia,f,f,f,f,f,f
2029,Selenomonas sputigena,species,LPSN,species/selenomonas-sputigena,f,f,f,f,f,f
1845,Sepedonium,genus,MycoBank,9876,f,f,f,f,f,f
2393,Serratia,genus,LPSN,genus/serratia,f,f,f,t,t,f
1895,Serratia entomophila,species,LPSN,species/serratia-entomophila,f,f,f,t,t,f
1552,Serratia ficaria,species,LPSN,species/serratia-ficaria,f,f,f,t,t,f
893,Serratia fonticola,species,LPSN,species/serratia-fonticola,f,f,f,t,t,f
2295,Serratia grimesii,species,LPSN,species/serratia-grimesii,f,f,f,t,t,f
1456,Serratia liquefaciens,species,LPSN,species/serratia-liquefaciens,f,f,f,t,t,f
1827,Serratia marcescens,species,LPSN,species/serratia-marcescens,f,f,f,t,t,f
1162,Serratia odorifera,species,LPSN,species/serratia-odorifera,f,f,f,t,t,f
2233,Serratia plymuthica,species,LPSN,species/serratia-plymuthica,f,f,f,t,t,f
1846,Serratia proteamaculans,species,LPSN,species/serratia-proteamaculans,f,f,f,t,t,f
2337,Serratia quinivorans,species,LPSN,species/serratia-quinivorans,f,f,f,t,t,f
768,Serratia rubidaea,species,LPSN,species/serratia-rubidaea,f,f,f,t,t,f
1047,Serratia ureilytica,species,LPSN,species/serratia-ureilytica,f,f,f,t,t,f
2607,Severe acute respiratory syndrome coronavirus 2,clade,ICTV,202101868,f,f,f,f,f,f
2606,Severe acute respiratory syndrome-related coronavirus,species,ICTV,202101868,f,f,f,f,f,f
2596,Shewanella,genus,LPSN,genus/shewanella,f,f,f,f,f,f
1850,Shewanella algae,species,LPSN,species/shewanella-algae,f,f,f,f,f,f
863,Shewanella putrefaciens,species,LPSN,species/shewanella-putrefaciens,f,f,f,f,f,f
86,Shigella,genus,LPSN,genus/shigella,f,f,f,t,t,t
1438,Shigella boydii,species,LPSN,species/shigella-boydii,f,f,f,t,t,t
828,Shigella dysenteriae,species,LPSN,species/shigella-dysenteriae,f,f,f,t,t,t
1541,Shigella flexneri,species,LPSN,species/shigella-flexneri,f,f,f,t,t,t
1450,Shigella sonnei,species,LPSN,species/shigella-sonnei,f,f,f,t,t,t
3134,Shouchella clausii,species,LPSN,species/shouchella-clausii,t,f,f,f,f,f
3041,Shouchella gibsonii,species,LPSN,species/shouchella-gibsonii,t,f,f,f,f,f
3165,Shouchella patagoniensis,species,LPSN,species/shouchella-patagoniensis,t,f,f,f,f,f
3256,Siminovitchia farraginis,species,LPSN,species/siminovitchia-farraginis,t,f,f,f,f,f
3295,Siminovitchia fordii,species,LPSN,species/siminovitchia-fordii,t,f,f,f,f,f
3004,Siminovitchia fortis,species,LPSN,species/siminovitchia-fortis,t,f,f,f,f,f
1210,Simonsiella,genus,LPSN,genus/simonsiella,f,f,f,f,f,f
1348,Simonsiella muelleri,species,LPSN,species/simonsiella-muelleri,f,f,f,f,f,f
355,Slackia,genus,LPSN,genus/slackia,f,f,f,f,f,f
1564,Slackia exigua,species,LPSN,species/slackia-exigua,f,f,f,f,f,f
1598,Slackia heliotrinireducens,species,LPSN,species/slackia-heliotrinireducens,f,f,f,f,f,f
1244,Sneathia,genus,LPSN,genus/sneathia,f,f,f,f,f,f
524,Sneathia sanguinegens,species,LPSN,species/sneathia-sanguinegens,f,f,f,f,f,f
2772,Sodalis praecaptivus,species,LPSN,species/sodalis-praecaptivus,f,f,f,t,t,t
520,Solibacillus,genus,LPSN,genus/solibacillus,t,f,f,f,f,f
1913,Solibacillus silvestris,species,LPSN,species/solibacillus-silvestris,t,f,f,f,f,f
2589,Solobacterium,genus,LPSN,genus/solobacterium,f,f,f,f,f,f
1996,Solobacterium moorei,species,LPSN,species/solobacterium-moorei,f,f,f,f,f,f
156,Sphingobacterium,genus,LPSN,genus/sphingobacterium,f,f,f,f,f,f
953,Sphingobacterium faecium,species,LPSN,species/sphingobacterium-faecium,f,f,f,f,f,f
3281,Sphingobacterium mizutaii,species,LPSN,species/sphingobacterium-mizutaii,f,f,f,f,f,f
109,Sphingobacterium multivorum,species,LPSN,species/sphingobacterium-multivorum,f,f,f,f,f,f
989,Sphingobacterium spiritivorum,species,LPSN,species/sphingobacterium-spiritivorum,f,f,f,f,f,f
1917,Sphingobacterium thalpophilum,species,LPSN,species/sphingobacterium-thalpophilum,f,f,f,f,f,f
310,Sphingomonas,genus,LPSN,genus/sphingomonas,f,f,f,f,f,f
1366,Sphingomonas parapaucimobilis,species,LPSN,species/sphingomonas-parapaucimobilis,f,f,f,f,f,f
529,Sphingomonas paucimobilis,species,LPSN,species/sphingomonas-paucimobilis,f,f,f,f,f,f
1562,Spirillum,genus,LPSN,genus/spirillum,f,f,f,f,f,f
1953,Sporobolomyces,genus,MycoBank,10025,f,f,f,f,f,f
1311,Sporobolomyces roseus,species,MycoBank,306337,f,f,f,f,f,f
1768,Sporobolomyces salmonicolor,species,MycoBank,323852,f,f,f,f,f,f
2529,Sporolactobacillus,genus,LPSN,genus/sporolactobacillus,f,f,f,f,f,f
436,Sporolactobacillus laevolacticus,species,LPSN,species/sporolactobacillus-laevolacticus,f,f,f,f,f,f
738,Sporopachydermia,genus,MycoBank,5165,f,f,f,f,f,f
1724,Sporosarcina,genus,LPSN,genus/sporosarcina,f,f,f,f,f,f
3193,Sporosarcina pasteurii,species,LPSN,species/sporosarcina-pasteurii,t,f,f,f,f,f
2990,Sporosarcina psychrophila,species,LPSN,species/sporosarcina-psychrophila,t,f,f,f,f,f
478,Sporothrix,genus,MycoBank,10046,f,f,f,f,f,f
1408,Sporothrix schenckii,species,MycoBank,101184,f,f,f,f,f,f
3400,Sporotrichum gougerotii,species,MycoBank,201834,f,f,f,f,f,f
1379,Sporotrichum pruinosum,species,MycoBank,254123,f,f,f,f,f,f
2030,Stachybotrys,genus,MycoBank,10052,f,f,f,f,f,f
1134,Stachybotrys chartarum,species,MycoBank,306362,f,f,f,f,f,f
481,Staphylococcus,genus,LPSN,genus/staphylococcus,f,f,f,f,f,f
2778,Staphylococcus argenteus,species,LPSN,species/staphylococcus-argenteus,f,f,f,f,f,f
1835,Staphylococcus arlettae,species,LPSN,species/staphylococcus-arlettae,t,f,f,f,f,f
934,Staphylococcus aureus,species,LPSN,species/staphylococcus-aureus,f,t,f,f,f,f
780,Staphylococcus auricularis,species,LPSN,species/staphylococcus-auricularis,t,f,f,f,f,f
2779,Staphylococcus borealis,species,LPSN,species/staphylococcus-borealis,t,f,f,f,f,f
1193,Staphylococcus capitis,species,LPSN,species/staphylococcus-capitis,t,f,f,f,f,f
6,Staphylococcus capitis capitis,subspecies,LPSN,subspecies/staphylococcus-capitis-capitis,t,f,f,f,f,f
2246,Staphylococcus capitis urealyticus,subspecies,LPSN,subspecies/staphylococcus-capitis-urealyticus,t,f,f,f,f,f
791,Staphylococcus caprae,species,LPSN,species/staphylococcus-caprae,t,f,f,f,f,f
2223,Staphylococcus carnosus,species,LPSN,species/staphylococcus-carnosus,t,f,f,f,f,f
